1.7569116603e-02 -1.8060863054e+00 4.8299778285e+00 5.1566406217e+00 0.0000000000e+00 9.6004250842e-02 1.3071092885e+00 4.5183686260e+00 4.7046154795e+00 0.0000000000e+00 1.0000000000e+00
-8.7195670431e-02 -1.8751096087e+00 4.9559081046e+00 5.2994966300e+00 0.0000000000e+00 2.5832741694e-01 1.2455155585e+00 4.1646771937e+00 4.3546042817e+00 0.0000000000e+00 1.0000000000e+00
-1.1709919003e-01 -1.6643086809e+00 4.6001383040e+00 4.8933534803e+00 0.0000000000e+00 2.8066119383e-01 1.4085742411e+00 4.5684169800e+00 4.7888710634e+00 0.0000000000e+00 1.0000000000e+00
-2.0795381381e-01 -1.4595500613e+00 4.4407531846e+00 4.6790832732e+00 0.0000000000e+00 2.5676196580e-01 1.6037315469e+00 5.2966105836e+00 5.5400329888e+00 0.0000000000e+00 1.0000000000e+00
-2.2229667974e-01 -1.6888464218e+00 5.2710307413e+00 5.5394389054e+00 0.0000000000e+00 1.6944924057e-01 1.3973106299e+00 4.2825194081e+00 4.5079000414e+00 0.0000000000e+00 1.0000000000e+00
-4.1461370575e-01 -1.4584025011e+00 4.3617630674e+00 4.6177721574e+00 0.0000000000e+00 2.4101129292e-01 1.5682232674e+00 4.8022131095e+00 5.0575351378e+00 0.0000000000e+00 1.0000000000e+00
-2.6446942625e-01 -1.5796588371e+00 4.3012691583e+00 4.5897911447e+00 0.0000000000e+00 2.1560603292e-01 1.4633991103e+00 5.0095559247e+00 5.2233776181e+00 0.0000000000e+00 1.0000000000e+00
1.5106211567e-01 -1.5272067418e+00 4.1484990502e+00 4.4232595250e+00 0.0000000000e+00 -1.4195677230e-02 1.5465376576e+00 5.2735860041e+00 5.4956973941e+00 0.0000000000e+00 1.0000000000e+00
-2.7235627255e-01 -1.5485458827e+00 4.4360079647e+00 4.7064146879e+00 0.0000000000e+00 -6.0796084207e-02 1.5280713636e+00 5.2397465354e+00 5.4583552718e+00 0.0000000000e+00 1.0000000000e+00
3.5974754050e-01 -1.7263230737e+00 4.8378804084e+00 5.1492423476e+00 0.0000000000e+00 -3.0743565898e-02 1.3619336919e+00 4.4267600081e+00 4.6316317835e+00 0.0000000000e+00 1.0000000000e+00
-2.6734848966e-01 -1.5382232208e+00 4.1293093729e+00 4.4146123330e+00 0.0000000000e+00 -6.3994090709e-02 1.5486044779e+00 4.5276971369e+00 4.7856360807e+00 0.0000000000e+00 1.0000000000e+00
4.3985189014e-01 -1.6208167834e+00 4.9695925805e+00 5.2456998969e+00 0.0000000000e+00 -2.2569822128e-01 1.4107499542e+00 4.6578594289e+00 4.8720437027e+00 0.0000000000e+00 1.0000000000e+00
1.0663982934e-01 -1.6759936225e+00 5.2149221240e+00 5.4786622178e+00 0.0000000000e+00 1.0237380908e-01 1.4304557575e+00 4.3578132331e+00 4.5877249816e+00 0.0000000000e+00 1.0000000000e+00
1.8128576507e-01 -1.5908551882e+00 4.3668186152e+00 4.6511063026e+00 0.0000000000e+00 2.0475277881e-01 1.4866292038e+00 5.2220918354e+00 5.4334366186e+00 0.0000000000e+00 1.0000000000e+00
-7.1891829181e-03 -1.7507272485e+00 4.7437565983e+00 5.0565130780e+00 0.0000000000e+00 2.0792704256e-01 1.3578136847e+00 4.1357000602e+00 4.3578557693e+00 0.0000000000e+00 1.0000000000e+00
-2.9472770514e-01 -1.5293732024e+00 4.7578619079e+00 5.0063057246e+00 0.0000000000e+00 1.8043709052e-02 1.5508629750e+00 4.5100292980e+00 4.7692626341e+00 0.0000000000e+00 1.0000000000e+00
-3.2174635195e-01 -1.4209048376e+00 3.9794106401e+00 4.2377117146e+00 0.0000000000e+00 3.0193817594e-01 1.6171727579e+00 4.7674514907e+00 5.0433132333e+00 0.0000000000e+00 1.0000000000e+00
3.2547598564e-01 -1.4519320642e+00 4.3445759884e+00 4.5923177281e+00 0.0000000000e+00 -2.0100304012e-01 1.6019885002e+00 4.9028488973e+00 5.1618501477e+00 0.0000000000e+00 1.0000000000e+00
-7.9032669404e-03 -1.5543031259e+00 4.1796465058e+00 4.4593010488e+00 0.0000000000e+00 -7.4396789118e-02 1.5134183490e+00 5.4310074522e+00 5.6384228458e+00 0.0000000000e+00 1.0000000000e+00
-4.1075023386e-01 -1.5505526646e+00 4.0609363356e+00 4.3662493634e+00 0.0000000000e+00 2.1450661828e-01 1.4574325817e+00 4.9453457129e+00 5.1600937298e+00 0.0000000000e+00 1.0000000000e+00
-2.9503618243e-01 -1.7370068374e+00 4.6774106685e+00 4.9982406830e+00 0.0000000000e+00 -2.3343342163e-01 1.3695217219e+00 4.4395951665e+00 4.6518906277e+00 0.0000000000e+00 1.0000000000e+00
-1.8926399080e-01 -1.6439726036e+00 4.5417677689e+00 4.8338516224e+00 0.0000000000e+00 2.2436315337e-01 1.4290094456e+00 4.3732662184e+00 4.6062853253e+00 0.0000000000e+00 1.0000000000e+00
2.4105728305e-01 -1.7691274949e+00 4.8441020595e+00 5.1626781549e+00 0.0000000000e+00 2.4372542881e-01 1.3520871830e+00 4.0851226820e+00 4.3099616499e+00 0.0000000000e+00 1.0000000000e+00
2.7328059015e-01 -1.5396246237e+00 4.4034196975e+00 4.6728183740e+00 0.0000000000e+00 7.2501917044e-02 1.5496357158e+00 4.6281933380e+00 4.8812704509e+00 0.0000000000e+00 1.0000000000e+00
4.6778149214e-01 -1.4403334803e+00 4.6983081807e+00 4.9363427840e+00 0.0000000000e+00 -2.0574801356e-01 1.5826286387e+00 4.7061185480e+00 4.9693659255e+00 0.0000000000e+00 1.0000000000e+00
2.2789368940e-01 -1.4484374037e+00 4.1338753952e+00 4.3862093532e+00 0.0000000000e+00 9.6425749757e-02 1.6400233116e+00 5.5131095350e+00 5.7526821044e+00 0.0000000000e+00 1.0000000000e+00
-1.6898431681e-01 -1.4205060438e+00 4.2647067981e+00 4.4982349266e+00 0.0000000000e+00 -8.7492637843e-03 1.6824787409e+00 5.0662901164e+00 5.3383618337e+00 0.0000000000e+00 1.0000000000e+00
4.9034032131e-01 -1.4898771033e+00 4.6973981732e+00 4.9523446237e+00 0.0000000000e+00 -2.3425955456e-01 1.5190057932e+00 4.9790534873e+00 5.2108761287e+00 0.0000000000e+00 1.0000000000e+00
-3.2143064851e-01 -1.3886438928e+00 4.0254720405e+00 4.2703717558e+00 0.0000000000e+00 2.7315843005e-01 1.6570481125e+00 5.2902314599e+00 5.5504029706e+00 0.0000000000e+00 1.0000000000e+00
1.7534309877e-01 -1.5387945401e+00 4.2678287996e+00 4.5401538259e+00 0.0000000000e+00 1.0869752056e-01 1.5532429510e+00 4.7868204917e+00 5.0336894517e+00 0.0000000000e+00 1.0000000000e+00
-1.1493650266e-01 -1.5748111041e+00 4.3718124519e+00 4.6482238316e+00 0.0000000000e+00 -2.2341681768e-01 1.5060551828e+00 5.1690616880e+00 5.3886284232e+00 0.0000000000e+00 1.0000000000e+00
-1.0553720244e-01 -1.5978075570e+00 4.7130049170e+00 4.9776041124e+00 0.0000000000e+00 -1.4143650100e-01 1.4944889633e+00 5.0354451750e+00 5.2544466804e+00 0.0000000000e+00 1.0000000000e+00
2.8587549105e-01 -1.5233363683e+00 4.5923048804e+00 4.8468074918e+00 0.0000000000e+00 -3.4981527565e-02 1.5556765037e+00 4.8925524333e+00 5.1340454483e+00 0.0000000000e+00 1.0000000000e+00
1.9786655035e-01 -1.6682517791e+00 4.5028724597e+00 4.8060457571e+00 0.0000000000e+00 1.9213460559e-01 1.4336078948e+00 4.3066982406e+00 4.5431043681e+00 0.0000000000e+00 1.0000000000e+00
-1.0887874288e-01 -1.4535433713e+00 4.3603728288e+00 4.5975530861e+00 0.0000000000e+00 -1.5963032925e-01 1.6493783686e+00 4.9529658051e+00 5.2228154642e+00 0.0000000000e+00 1.0000000000e+00
3.6204754294e-01 -1.7417634146e+00 4.6520716846e+00 4.9806213905e+00 0.0000000000e+00 -1.1062229081e-01 1.3154801040e+00 4.7962716523e+00 4.9746303600e+00 0.0000000000e+00 1.0000000000e+00
1.1996847555e-01 -1.5409569441e+00 4.2270335615e+00 4.5007503519e+00 0.0000000000e+00 8.3281980103e-02 1.5331410306e+00 5.4148890398e+00 5.6283639614e+00 0.0000000000e+00 1.0000000000e+00
2.4405168823e-01 -1.8754578519e+00 4.8833782582e+00 5.2368203000e+00 0.0000000000e+00 1.9669124890e-02 1.2686836826e+00 3.7729652574e+00 3.9806045088e+00 0.0000000000e+00 1.0000000000e+00
-2.7381747840e-01 -1.3572784650e+00 4.2913802964e+00 4.5092267577e+00 0.0000000000e+00 -3.1885569247e-02 1.7505674620e+00 5.1115689573e+00 5.4031139720e+00 0.0000000000e+00 1.0000000000e+00
-1.7423549952e-01 -1.7013617118e+00 4.8837633453e+00 5.1745661033e+00 0.0000000000e+00 2.5692223940e-01 1.3721046621e+00 4.6923955429e+00 4.8956364686e+00 0.0000000000e+00 1.0000000000e+00
-1.6767229487e-01 -1.4669741548e+00 4.5775287796e+00 4.8097710090e+00 0.0000000000e+00 2.9684429690e-01 1.5979335473e+00 5.2476382076e+00 5.4935612472e+00 0.0000000000e+00 1.0000000000e+00
-3.4498540969e-01 -1.6663787854e+00 4.5451319089e+00 4.8532522621e+00 0.0000000000e+00 9.9631774693e-02 1.4097796916e+00 4.0895251085e+00 4.3268488700e+00 0.0000000000e+00 1.0000000000e+00
5.2974645706e-01 -1.7109247633e+00 4.9762769449e+00 5.2887831632e+00 0.0000000000e+00 2.3161304287e-02 1.3713426748e+00 4.0757258168e+00 4.3003091020e+00 0.0000000000e+00 1.0000000000e+00
5.0355955753e-02 -1.5155100328e+00 4.2429869020e+00 4.5058012044e+00 0.0000000000e+00 -6.6795813002e-02 1.5634081239e+00 5.4293749143e+00 5.6503821874e+00 0.0000000000e+00 1.0000000000e+00
-3.2716464466e-01 -1.5334053056e+00 4.7076696780e+00 4.9619071530e+00 0.0000000000e+00 2.2193459133e-01 1.5145070512e+00 4.6966773724e+00 4.9398142852e+00 0.0000000000e+00 1.0000000000e+00
-4.2794133070e-01 -1.7428533692e+00 5.2702338074e+00 5.5674084002e+00 0.0000000000e+00 5.5059188494e-02 1.3483842586e+00 3.9644651029e+00 4.1878580965e+00 0.0000000000e+00 1.0000000000e+00
1.6830686601e-01 -1.6412923674e+00 4.2849915453e+00 4.5916577225e+00 0.0000000000e+00 9.0320470809e-02 1.4377922093e+00 4.8655840324e+00 5.0743780369e+00 0.0000000000e+00 1.0000000000e+00
-4.5920129694e-01 -1.5796132066e+00 4.5149047405e+00 4.8052480468e+00 0.0000000000e+00 2.3992729646e-01 1.4166688976e+00 5.2115759958e+00 5.4060189136e+00 0.0000000000e+00 1.0000000000e+00
8.5677981664e-02 -1.8602818253e+00 4.9170829911e+00 5.2579173242e+00 0.0000000000e+00 -1.2664625705e-01 1.2684147687e+00 4.1893645555e+00 4.3790057022e+00 0.0000000000e+00 1.0000000000e+00
-2.8216767991e-01 -1.6672310872e+00 4.5942484761e+00 4.8955487352e+00 0.0000000000e+00 2.3832684147e-01 1.3880040448e+00 4.5569884981e+00 4.7696435239e+00 0.0000000000e+00 1.0000000000e+00
