-21.467477           -1.202111         3963.473394          -17.390576           35.776087         5224.754661 9.212
20.795504           12.690929         4457.659542            3.203493           19.196239         5184.603109 9.212
-1.957622           -8.614880         4508.742563            1.573769          -26.514206         4574.855740 9.212
-24.468092           35.497342         4006.211890          -37.573184          -13.316860         4485.584303 9.212
4.850261          -25.417228         4588.559129           13.245115           -0.111175         4825.935091 9.212
18.033482           10.970493         3924.797593          -34.966587           11.850046         4556.699254 9.212
-29.660580            0.192243         3909.639807           15.941376          -31.375002         4953.190809 9.212
3.789713          -33.414432         4070.573760          -33.346016          -29.750063         4472.390911 9.212
-28.741360           -7.968629         4582.880176          -21.830573           -5.452363         4552.534355 9.212
-15.096287            0.494484         3970.070274           -4.734331          -36.373075         4927.599556 9.212
-27.135293           -3.191457         4259.377213           19.263056          -10.720910         4448.290298 9.212
-32.791392          -12.901718         4400.963135           15.855722           -1.717051         4871.444648 9.212
22.202948            9.968845         4196.060669           -2.026132           -6.460326         4365.453107 9.212
19.526825           26.379174         4139.865671           26.465011          -28.735484         5206.414722 9.212
9.045306            5.389924         4353.662933          -12.264042          -36.306438         4646.549103 9.212
-15.137038          -30.268708         4440.231767          -28.435958          -36.615747         4748.949325 9.212
11.565972           -5.389903         4148.900027           -4.789717            7.983672         4504.966187 9.212
-32.307348          -30.165323         4434.314993           11.389001           14.862138         4803.169849 9.212
-25.554646          -28.621822         4522.061238          -29.956857          -14.740394         4329.147544 9.212
37.156738           29.453087         4407.410839          -24.719845           -5.092559         4906.208132 9.212
-25.707457           14.370810         4236.775938          -10.027644           32.038010         4399.335967 9.212
39.587605            3.324077         4661.107557           -4.742818           24.378982         4866.730595 9.212
-24.672560           -4.346956         4368.103790            6.072822          -19.302286         4518.110183 9.212
-37.776392           -8.801792         4672.215136          -30.259022           12.123142         4416.803184 9.212
-7.134316           14.217169         4066.241821            8.816291          -21.086980         5061.517392 9.212
-1.664059           22.230269         4376.867794          -33.489388          -30.333561         5079.770259 9.212
-23.786566          -12.572701         4626.836884           38.464079          -13.235622         4723.378816 9.212
21.300398           18.846522         4405.344977            8.794891          -32.005832         4895.867032 9.212
-13.115348          -39.980040         4048.701905           36.869592           -6.128341         4504.082183 9.212
8.516406           18.397762         3828.190178          -26.732295          -39.054333         5100.398966 9.212
-3.071397           17.042696         4645.902957           -0.232139            2.390832         4858.133329 9.212
-17.591188           29.562108         4405.382172           36.313721          -38.107584         4825.961779 9.212
27.850165           20.267690         4096.620563          -15.923863           35.288919         4559.366610 9.212
-16.805207          -38.417453         4172.209174          -23.010295          -33.908768         4786.331883 9.212
-4.784896          -30.568255         4151.926290           -3.607449          -10.081398         4504.185504 9.212
34.867386           14.476245         3965.158745          -17.397605          -26.185168         5040.158352 9.212
18.108951          -17.773003         4041.547039           -8.044410          -10.461171         4402.011902 9.212
14.515755           17.653273         4250.301486          -30.527557          -27.895733         4933.890649 9.212
36.428164            7.856717         4417.262244            4.576806           14.465719         5205.664592 9.212
6.254814           36.243143         4601.557863           12.716692           13.677969         5006.931200 9.212
9.544184           36.545339         4109.798438           36.145976          -31.227069         4429.777285 9.212
4.265605            6.960447         3885.127087            0.186431           14.457698         5210.980939 9.212
11.061321           -8.979417         4218.250723            5.940343          -34.168793         4932.039533 9.212
-38.218799           32.287122         3826.897032           -0.347458          -24.694678         4484.912206 9.212
-4.979742          -24.721371         4202.851256           -6.583821           20.868890         4976.696767 9.212
35.127286           34.715702         3937.785092          -14.574052           -1.046681         4823.257314 9.212
-29.548379           11.616835         4345.570851            1.179898            9.973087         4344.977128 9.212
7.217205           13.576327         4379.987073          -18.783199           -9.455579         4402.441123 9.212
5.894221           11.020967         3841.579046          -25.252243           39.294437         4801.615856 9.212
30.717238           21.718821         4262.957985          -13.544519           -8.260604         4840.114718 9.212
-18.720719           18.936058         3846.017635          -39.019297           15.876186         4844.121612 9.212
9.822167           32.200968         4462.323468           -1.203553           25.896042         5224.973988 9.212
22.095857           26.988335         4453.215781           -9.905902          -37.055939         4328.679872 9.212
-7.905824            2.529009         3894.566250          -22.190276          -27.801895         4602.827834 9.212
26.588977          -23.628652         3859.660931          -30.568879            6.015197         5046.121272 9.212
27.748783          -15.473303         4672.389395          -19.312752           31.364477         4501.785684 9.212
-38.276388           13.818623         4425.457424          -24.510751            0.718251         4306.694367 9.212
22.467889          -13.132087         4511.191444           -1.477853            3.001528         5047.884322 9.212
4.387300           16.839615         4186.977005           26.019253           35.649095         4939.296403 9.212
30.828317           17.725258         4376.087921          -36.346183          -27.561814         4634.442347 9.212
-2.624981           -7.193343         4190.755752          -29.437492           -4.853503         5188.583841 9.212
37.480837           39.977823         4061.733125           36.369664           24.348599         4538.336875 9.212
13.923902           -0.281571         4036.268467          -39.463601           -4.421815         5174.802269 9.212
31.216451           -4.324383         4531.998739          -31.316332          -32.547869         4294.958788 9.212
2.637480          -35.589188         4295.933848           20.754748           25.244111         5136.561430 9.212
-34.615762          -17.507051         4589.309962          -28.247410           -1.388215         4326.286371 9.212
11.671000          -15.262440         4256.220243            5.160241           24.057056         5161.206707 9.212
8.422861          -28.138248         4039.170955           17.110491           13.679521         4320.416276 9.212
-34.308481          -34.496515         4390.485750           28.344163           24.842694         5030.487832 9.212
22.028552           14.791616         4469.339063          -34.375153           28.167558         5120.943245 9.212
-3.225633           31.025881         4217.339340           34.914837           13.195714         4497.825148 9.212
8.729851          -22.596570         3850.643330           21.388378          -12.361716         4820.891148 9.212
-7.858412           39.724273         4310.683751           24.184884           36.986844         4886.572533 9.212
2.609193           26.670368         4206.149506           -8.337258          -30.128806         4983.648521 9.212
13.151912           21.348856         4526.766432           -4.326768          -18.629104         5146.789473 9.212
-3.396887            4.398662         4253.361839           26.812296            9.792430         4907.669861 9.212
-30.302845           37.294260         4382.856896           33.363094          -17.915633         4622.523025 9.212
-20.944644          -15.978094         4202.015621           10.415666          -10.532266         4937.567058 9.212
-30.238657           39.448174         3865.353612           -0.597965          -33.499682         4949.815563 9.212
25.370788          -12.082062         4475.134171           32.327963           -8.311231         4612.336476 9.212
-0.846312           13.877925         4137.376664           20.185297            7.024002         4527.883952 9.212
-14.207118           36.013897         4550.853963           26.590459          -27.232905         4586.881332 9.212
38.787496          -37.441947         4021.366877           28.848620          -11.229825         4365.607876 9.212
36.810539           14.545343         4264.288066           -0.847366           37.118184         5062.217419 9.212
-3.820322          -22.611663         4212.454889          -13.408748          -35.268016         5092.748760 9.212
-0.796364          -19.481679         4292.476194          -14.590220           31.438115         4603.327068 9.212
-17.063833          -28.598796         4599.040995          -21.862592          -13.773714         5195.548706 9.212
-8.708097           23.092871         3988.482548          -15.329850           29.713277         4369.317652 9.212
-11.657340            4.459415         4663.504565           30.628970          -31.211004         4465.775239 9.212
-23.934367           17.357882         4372.243389          -10.951657          -33.690983         4931.163535 9.212
30.959150          -10.652006         4477.490966          -20.364604           13.440730         4982.136059 9.212
-38.407691           14.108411         4252.417382          -14.836506            9.803309         4779.978797 9.212
-0.429037           19.889191         4022.909930           39.009557          -15.474229         4683.327691 9.212
-1.274161          -26.828350         3863.492672           -5.795114          -21.841725         5122.251383 9.212
2.498459           -1.865331         4151.624177          -38.093162          -13.621236         4360.317114 9.212
30.889978           18.885607         4212.176383           -0.215800           -8.305256         5108.608350 9.212
34.932413          -20.352831         4163.233617           27.406002           26.096026         4378.471715 9.212
-36.631030           16.089318         4244.334776          -34.124039           22.411048         4882.704186 9.212
-39.445978           27.438690         4420.465945           22.140822          -24.580594         5168.497103 9.212
-26.838214           39.224516         4030.770778          -24.791946           18.806771         5148.357968 9.212
-11.394591            0.721308         4383.594108          -38.498108           20.767719         5208.705543 9.212
38.484365          -10.729242         4307.734689          -16.875469           -6.798629         4976.954697 9.212
-1.735165           -5.012721         4542.577669           37.449812          -19.288438         4766.984348 9.212
4.007842           29.638235         3997.619601            4.065660          -19.556582         4635.428101 9.212
19.921462          -27.336747         3958.542002          -22.539134          -30.697781         4504.168703 9.212
3.438559          -14.558553         4288.528225           30.318250          -38.628463         4727.536211 9.212
-15.888109           10.968263         4565.963168           19.079233          -32.613359         5024.365076 9.212
37.735647           37.292754         4430.888791           11.543139          -21.561919         4817.986058 9.212
5.471308           27.557485         3973.992945          -14.969396           38.772102         4552.289713 9.212
-12.575561            8.514640         4215.949518            8.631832          -25.270184         4412.212213 9.212
-29.977118          -18.368403         3983.260240          -37.578042          -15.408651         5071.286756 9.212
30.550277           11.836099         4139.933124           31.538670           -7.360346         5105.453407 9.212
34.763090          -30.265653         4274.486235          -16.501477          -32.454366         4500.137391 9.212
-13.205861          -10.060465         3881.972829           11.375742           15.395771         4607.197672 9.212
-13.701146           16.778063         4282.927550          -32.112598           -0.758862         4573.190799 9.212
2.164511           -0.535209         4159.050409           28.339462           -2.897873         5112.613128 9.212
21.713374          -36.582523         4320.615855          -35.411887           36.746909         4529.395119 9.212
9.585385            2.290269         3869.450130            4.924116           36.828953         4748.511700 9.212
-27.781516           35.900013         3983.237735            4.319853           13.289623         4938.323420 9.212
14.068939           23.683619         4318.435764           28.081955          -31.450733         4452.484500 9.212
-36.939483           14.216820         3832.947095          -23.498593           10.913629         4899.763798 9.212
10.668831           36.969939         4395.931628           -8.294583           12.927764         4919.022029 9.212
35.763640           16.666081         3909.443102          -34.568538           -5.918948         5218.075847 9.212
-23.126293           -8.120776         3863.110845           19.886474           14.269656         4718.476954 9.212
13.020814           29.432872         3849.566942           34.861326           27.754438         5180.991805 9.212
-17.628528          -21.116352         4209.884199          -15.581681          -11.837201         4894.741357 9.212
-29.964874           -3.776803         4379.253030           16.960018            9.594469         4300.653288 9.212
22.307491           13.427296         3927.717705           -7.695282          -19.176764         5151.214934 9.212
10.256068            6.267077         4242.632456           33.204871           16.322028         4300.449965 9.212
9.143299          -19.642348         4445.849052           11.305467           -2.903253         4872.698595 9.212
-23.778088            1.896895         4019.636171           -3.961760           29.938811         5043.248557 9.212
4.227053           28.111629         4317.492464          -19.049226          -23.378475         4395.192353 9.212
-25.738074          -30.660829         4299.520868           13.291883           39.917973         4762.914716 9.212
24.518213           -5.606644         4354.306371          -14.841364           31.186235         4340.004266 9.212
36.708853           32.644183         4209.774201           10.459450            5.327559         4773.460685 9.212
9.392056           -6.901907         4145.471577           14.703698          -24.152923         4940.853349 9.212
25.582959           20.126541         4467.241256           16.247785          -10.856458         5057.408996 9.212
24.067340          -21.186062         4274.283653            9.339855          -18.324574         4321.331034 9.212
28.273120            9.680697         4044.981334          -24.693087          -39.007173         5133.597225 9.212
-32.588721          -38.339966         3944.090271           29.815037           16.707179         5088.068835 9.212
21.879500           29.806183         3850.570145            0.368851          -33.470226         5018.504692 9.212
32.183907            3.832396         4575.995654           29.794186           -3.302222         5111.029686 9.212
-16.354418          -36.731708         4327.502905            5.115337           22.090406         4328.189013 9.212
15.052077           -0.426877         4064.933427           24.537306            0.572749         4653.638824 9.212
-8.494775          -29.170144         4183.258078          -36.859861          -32.704304         4706.818738 9.212
